+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                       ;
+-------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                   ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; inst|inst|inst42|inst                                       ; 3     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst42|inst2|lpm_decode_component|auto_generated  ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst42|inst2                                      ; 4     ; 14             ; 0            ; 14             ; 16     ; 14              ; 14            ; 14              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst42                                            ; 2     ; 18             ; 0            ; 18             ; 21     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst47                                            ; 16    ; 0              ; 0            ; 0              ; 0      ; 0               ; 0             ; 0               ; 15    ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst43|inst|lpm_counter_component|auto_generated  ; 3     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst43|inst                                       ; 3     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst43|inst2|lpm_decode_component|auto_generated  ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst43|inst2                                      ; 4     ; 13             ; 0            ; 13             ; 16     ; 13              ; 13            ; 13              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst43                                            ; 2     ; 18             ; 0            ; 18             ; 21     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst35                                            ; 16    ; 1              ; 0            ; 1              ; 0      ; 1               ; 1             ; 1               ; 15    ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst4                                             ; 9     ; 0              ; 0            ; 0              ; 0      ; 0               ; 0             ; 0               ; 8     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst15|lpm_add_sub_component|auto_generated       ; 17    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst15                                            ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst16                                            ; 9     ; 0              ; 0            ; 0              ; 0      ; 0               ; 0             ; 0               ; 8     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst36                                            ; 9     ; 6              ; 0            ; 6              ; 0      ; 6               ; 6             ; 6               ; 8     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst64                                            ; 16    ; 0              ; 0            ; 0              ; 0      ; 0               ; 0             ; 0               ; 15    ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst63                                            ; 16    ; 0              ; 0            ; 0              ; 0      ; 0               ; 0             ; 0               ; 15    ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst20                                            ; 16    ; 0              ; 0            ; 0              ; 0      ; 0               ; 0             ; 0               ; 15    ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst19                                            ; 16    ; 0              ; 0            ; 0              ; 0      ; 0               ; 0             ; 0               ; 15    ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst70                                            ; 9     ; 3              ; 0            ; 3              ; 0      ; 3               ; 3             ; 3               ; 8     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst32                                            ; 9     ; 3              ; 0            ; 3              ; 0      ; 3               ; 3             ; 3               ; 8     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst69                                            ; 9     ; 2              ; 0            ; 2              ; 0      ; 2               ; 2             ; 2               ; 8     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst13|lpm_compare_component|auto_generated       ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst13                                            ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst28                                            ; 9     ; 2              ; 0            ; 2              ; 0      ; 2               ; 2             ; 2               ; 8     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst|inst1                                        ; 17    ; 1              ; 0            ; 1              ; 15     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst|inst                                         ; 10    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst|inst4                                        ; 10    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst|inst9                                        ; 17    ; 1              ; 0            ; 1              ; 15     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst|inst5                                        ; 17    ; 1              ; 0            ; 1              ; 15     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst|inst7                                        ; 10    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst|inst6                                        ; 10    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst                                              ; 84    ; 0              ; 0            ; 0              ; 77     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst2|lpm_counter_component|auto_generated        ; 3     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst2                                             ; 3     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst3|lpm_compare_component|auto_generated        ; 8     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst3                                             ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst1|lpm_decode_component|auto_generated         ; 5     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst1                                             ; 5     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst|inst45                                            ; 16    ; 0              ; 0            ; 0              ; 0      ; 0               ; 0             ; 0               ; 15    ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst                                                   ; 49    ; 1              ; 0            ; 1              ; 155    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst1|inst1                                            ; 17    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst1|inst2                                            ; 17    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst1|inst3                                            ; 17    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst1|inst4                                            ; 17    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst1|inst5                                            ; 17    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst1|inst6                                            ; 17    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst1|inst7                                            ; 17    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst1|inst8                                            ; 17    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst1|inst9                                            ; 17    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst1|inst10|lpm_decode_component|auto_generated       ; 5     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst1|inst10                                           ; 5     ; 1              ; 0            ; 1              ; 11     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst1|inst                                             ; 17    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst1|inst19                                           ; 0     ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst1|inst18|lpm_mux_component|auto_generated          ; 169   ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst1|inst18                                           ; 169   ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst1|inst20                                           ; 16    ; 0              ; 0            ; 0              ; 0      ; 0               ; 0             ; 0               ; 15    ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst1|inst17|lpm_compare_component|auto_generated      ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst1|inst17                                           ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst1|inst15|lpm_counter_component|auto_generated      ; 2     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst1|inst15                                           ; 2     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst1|inst13|lpm_compare_component|auto_generated      ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst1|inst13                                           ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|inst1                                                  ; 22    ; 0              ; 4            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst                                                        ; 31    ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
+-------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
